id	filename	md5	size	state
9716d70f-061e-494b-9d14-cd5893b02621	efe65656-f9e1-43e9-b29a-8db8a6c372f1.rna_seq.genomic.gdc_realn.bam	d8b3e42b638e1eb17b6c05f924604fe9	5538379733	released
c57cb699-5162-4d00-9081-67491d0b5729	19adeada-7103-44e1-8326-7b7f4eae79b6.rna_seq.genomic.gdc_realn.bam	7a0b057519a88405c506db3144497bb4	5119600775	released
bfe66304-7a60-4eb0-a3c2-ca8521fa4713	ef8ab2a3-cc2d-4658-b8fd-394b26c6da0d.rna_seq.genomic.gdc_realn.bam	f8a31e45ed487fbfb123c2f79d9e00c5	5526340749	released
453a3e91-f278-4a23-b962-bad3af5a192a	fa6ab323-bde2-4c1a-b188-449cf2c8a457.rna_seq.genomic.gdc_realn.bam	a92006c19efb3219f592217ce773902c	6975608660	released
d41c1b22-8ed3-4284-8038-313e8cec67ab	d8a561d1-7013-42b9-ba4f-4f6b13bae428.rna_seq.genomic.gdc_realn.bam	bd624c4bcbfb9ad87b163a3e1580f1d8	8466650174	released
b8bd9380-28bb-4574-a06c-41cdedf14567	0a47c453-b617-4cc1-9ce6-5c403e430d9b.rna_seq.genomic.gdc_realn.bam	1be6ac14ef950b55ff60440e70e867d4	4458837787	released
d7ab07f8-58ee-405d-932b-b07824abd70e	c5c5d9b3-d252-4fc7-95ca-09b36abf2844.rna_seq.genomic.gdc_realn.bam	b09b998216d6e1fd1d5b958f3eb34a00	8586661141	released
6f3462a0-d792-42ea-b579-bf2d925c386c	391b1815-6933-4a59-8653-fd7ca2d66f6a.rna_seq.genomic.gdc_realn.bam	fe549f678a0d4c18b51b2bacaef4dc4e	6093435043	released
cb1ddf24-b41f-4b07-9277-14ed82ca67b8	7de92a6c-8ebb-41b4-864a-391f4be28981.rna_seq.genomic.gdc_realn.bam	dc2005a99514cca1f32a7b956b780212	8204207723	released
06ccdbee-2287-4965-b3a4-385efa8734a9	4138dd99-c0c2-40b7-b396-6542ec1117aa.rna_seq.genomic.gdc_realn.bam	14089096453429f0576d1336f1fa0b30	6891544799	released
28c9a479-f3c6-4730-a086-486ce8c523d7	568a845e-d8a0-47b5-af77-896831524b16.rna_seq.genomic.gdc_realn.bam	caed806602b8e6a75edcaae0694bb535	4476619295	released
72a45567-1e3e-488f-a5e6-25ca7f9733e4	f66a9fee-f63a-4398-b242-9c065bbe213d.rna_seq.genomic.gdc_realn.bam	62887934596084a5714d9d325c93bdb5	2005543632	released
1db6e57c-ed4e-440e-ad95-a58ce3312367	d9780581-dfca-4e83-9bb4-4836f22d910e.rna_seq.genomic.gdc_realn.bam	5f860e75152faedad8d033c47a6baf81	6154053909	released
dfc26ec5-daa9-442a-819f-1cc47a7d08f8	7fc1ca50-6520-4cb1-929c-4e7810665585.rna_seq.genomic.gdc_realn.bam	988c121cf8af27ae9481b95e6dc800b3	7215201275	released
69b936e8-5a99-4f15-bccc-1b3996f743db	cabd9320-506a-4695-a18a-7c8602633f90.rna_seq.genomic.gdc_realn.bam	52fd0d68429ed31acd615d4ca6f0b46f	6604185142	released
c7206792-4962-403a-b3e3-df437ce21812	db087000-74fa-4044-812f-01842b99f448.rna_seq.genomic.gdc_realn.bam	ddad63302c8c198b7e769d64e1827d2a	1531953468	released
8a26d29d-cae2-4d0e-8dbc-dcb8906cfd49	cadbc884-10b6-41e4-8aee-dc11a1453b8c.rna_seq.genomic.gdc_realn.bam	33b300b31c46089524d80f5e6e98a258	8520452352	released
